result_id,field,extracted_value,source_table,source_locator,extractor,extraction_date,batch_id,verification_tier,source_version,verifier,verified_date,verified_value,agreement,adjudication,notes
basaraba2023_training_t24m_eet,diagnosis_group,fep,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
basaraba2023_training_t24m_eet,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
basaraba2023_training_t24m_eet,design,prospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
basaraba2023_training_t24m_eet,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
basaraba2023_training_t24m_eet,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
basaraba2023_training_t24m_eet,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,n_employed,577,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,n_outcome_observed,16311,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,conflict_status,unresolved,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,arm_id,relapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_fulltime,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,n_employed,284,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,n_outcome_observed,16311,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,arm_id,relapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_parttime,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,n_employed,68,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,n_outcome_observed,16311,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,arm_id,relapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_selfemployed,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,n_employed,929,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,n_outcome_observed,16311,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,result_role,derived,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,conflict_status,unresolved,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,arm_id,relapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,derivation_component_result_ids,benson2022_relapse_mostrecent_fulltime;benson2022_relapse_mostrecent_parttime;benson2022_relapse_mostrecent_selfemployed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_relapse_mostrecent_paidany,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,n_employed,908,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,n_outcome_observed,16361,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,arm_id,nonrelapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_fulltime,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,n_employed,428,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,n_outcome_observed,16361,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,arm_id,nonrelapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_parttime,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,n_employed,93,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,n_outcome_observed,16361,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,result_role,component_only,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,arm_id,nonrelapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_selfemployed,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,ascertainment,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,n_employed,1429,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,n_outcome_observed,16361,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,denominator_basis,entered,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,followup_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,followup_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,result_role,derived,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,arm_id,nonrelapse,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,derivation_component_result_ids,benson2022_nonrelapse_mostrecent_fulltime;benson2022_nonrelapse_mostrecent_parttime;benson2022_nonrelapse_mostrecent_selfemployed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,diagnosis_group,schizophrenia,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,design,retrospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
benson2022_nonrelapse_mostrecent_paidany,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,outcome_construct,paid_competitive,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,ascertainment,period_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,ascertainment_window_months,6,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,n_employed,47,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,n_outcome_observed,66,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,denominator_basis,outcome_observed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,followup_months,6,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,arm_id,ips,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,employment_selection_status,selected,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,diagnosis_group,fep,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,design,rct,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,arm_type,intervention,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_ips_t6m_paidcomp,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,outcome_construct,paid_competitive,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,ascertainment,period_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,ascertainment_window_months,6,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,n_employed,29,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,n_outcome_observed,60,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,denominator_basis,outcome_observed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,followup_months,6,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,arm_id,tau,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,employment_selection_status,selected,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,diagnosis_group,fep,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,design,rct,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,arm_type,control_tau,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
killackey2019_tau_t6m_paidcomp,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,ascertainment,point_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,n_employed,37,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,n_outcome_observed,100,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,denominator_basis,outcome_observed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,followup_months,18,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,arm_id,cohort,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,employment_selection_status,selected,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,diagnosis_group,fep,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,design,rct,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,arm_type,cohort,extraction_arms,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
clarke2023_cohort_t18m_paidany,employment_targeted_intervention,yes,extraction_arms,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,outcome_construct,vocational_activity,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,ascertainment,period_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,ascertainment_window_months,12,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,n_employed,9,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,n_outcome_observed,36,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,denominator_basis,outcome_observed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,followup_months,240,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,arm_id,sz_ap20y,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,diagnosis_group,psychosis_mixed,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
harrow2017_sz_ap20y_t240m_vocact,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
