table,key,field,old,new,authority,reason,source,date,actor
extraction_outcomes,hakulinen2020_cohort_t0_paidany_scz,notes,"TRIAGE FIGURE 968/6939 VERIFIED, and verified from two independent printed places rather than reconstructed: the numerator 968 is printed as a count in the Results, and the denominator 6,939 is printed in Table 1 at year 0 and again in the Results as the number of individuals whose first inpatient diagnosis was schizophrenia. 968/6939 = 13.95%, which rounds to the printed 14%. The other two groups reconcile identically (11,335/34,565 = 32.8% against a printed 33%; 3,875/9,047 = 42.8% against a printed 43%), and the two printed control figures reconcile too (112,259/172,825 = 65.0%; 31,242/45,235 = 69.1%), so the whole sentence is internally consistent. The denominator is a genuine observed denominator and not a reporting base: the methods state 'If an individual did not have data for a certain year, the corresponding case or control participant was not included in the statistical analyses', and Table 1 prints the resulting per-year counts. CONSTRUCT: 'working or self-employed' with no dominance, hours or earnings qualifier, so this is paid_any. Note that the OTHER Hakulinen report in this batch uses a different and narrower definition; the two must not be treated as the same measure. ASCERTAINMENT: employment status in the last week of the calendar year, a reference-week measure and therefore point prevalence, not the tax-year period prevalence registers usually give; the one-week reference period is recorded here rather than in ascertainment_window_months, which is reserved for period prevalence. TIMEPOINT: 'time point zero represented the year when the first hospitalization ... occurred for each case participant', and the measurement is at the END of that calendar year, so elapsed time from cohort entry ranges from under a week for someone hospitalised in late December to nearly twelve months for someone hospitalised in January. followup_basis = calendar_end_common records that; the vocabulary's wording says 'one shared calendar end date' whereas this is a per-participant year end, which is raised in unresolved_queries.md U5. Either way it is barred from every horizon, and the year-0 timepoint is in any case below the review's twelve-month minimum. LATER YEARS ARE NOT EXTRACTED: Table 1 prints denominators for years -10 to +10 but the employment proportions for every year other than zero exist only as lines in Figure 1, and a count read off a graph is a fabrication.","TRIAGE FIGURE 968/6939 VERIFIED, and verified from two independent printed places rather than reconstructed: the numerator 968 is printed as a count in the Results, and the denominator 6,939 is printed in Table 1 at year 0 and again in the Results as the number of individuals whose first inpatient diagnosis was schizophrenia. 968/6939 = 13.95%, which rounds to the printed 14%. The other two groups reconcile identically (11,335/34,565 = 32.8% against a printed 33%; 3,875/9,047 = 42.8% against a printed 43%), and the two printed control figures reconcile too (112,259/172,825 = 65.0%; 31,242/45,235 = 69.1%), so the whole sentence is internally consistent. The denominator is a genuine observed denominator and not a reporting base: the methods state 'If an individual did not have data for a certain year, the corresponding case or control participant was not included in the statistical analyses', and Table 1 prints the resulting per-year counts. CONSTRUCT: 'working or self-employed' with no dominance, hours or earnings qualifier, so this is paid_any. Note that the OTHER Hakulinen report in this batch uses a different and narrower definition; the two must not be treated as the same measure. ASCERTAINMENT: employment status in the last week of the calendar year, a reference-week measure and therefore point prevalence, not the tax-year period prevalence registers usually give; the one-week reference period is recorded here rather than in ascertainment_window_months, which is reserved for period prevalence. TIMEPOINT: 'time point zero represented the year when the first hospitalization ... occurred for each case participant', and the measurement is at the END of that calendar year, so elapsed time from cohort entry ranges from under a week for someone hospitalised in late December to nearly twelve months for someone hospitalised in January. followup_basis = calendar_end_common records that; the vocabulary's wording says 'one shared calendar end date' whereas this is a per-participant year end, which is raised in unresolved_queries.md U5. Either way it is barred from every horizon, and the year-0 timepoint is in any case below the review's twelve-month minimum. LATER YEARS ARE NOT EXTRACTED: Table 1 prints denominators for years -10 to +10 but the employment proportions for every year other than zero exist only as lines in Figure 1, and a count read off a graph is a fabrication.// ""Author provided employment counts for years -10 to +10 relative to first hospitalisation. Year 0: 968/6,939 (13.9%) verified. Complete series: Year -10: 699/2,287 through Year +10: 398/3,801. All years barred from horizon by calendar_end_common timepoint structure.""","Author reply, recorded in the final extraction sheet (23 September 2026)","Annotation from the final extraction sheet, applied verbatim.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,hui2026_eianalysed_t48m_unclear,n_employed,,158,"Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply: published Table 3 printed row percentages only; the author supplied 72/112 (deprived) and 86/107 (non-deprived), total 158/219, and is requesting a journal correction. The sheet's 'outcome_provided' is not a vocabulary value; outcome_observed applied. The construct stays unclear, so the row enters no pool.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,hui2026_eianalysed_t48m_unclear,n_outcome_observed,,219,"Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply: published Table 3 printed row percentages only; the author supplied 72/112 (deprived) and 86/107 (non-deprived), total 158/219, and is requesting a journal correction. The sheet's 'outcome_provided' is not a vocabulary value; outcome_observed applied. The construct stays unclear, so the row enters no pool.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,hui2026_eianalysed_t48m_unclear,denominator_basis,unclear,outcome_observed,"Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply: published Table 3 printed row percentages only; the author supplied 72/112 (deprived) and 86/107 (non-deprived), total 158/219, and is requesting a journal correction. The sheet's 'outcome_provided' is not a vocabulary value; outcome_observed applied. The construct stays unclear, so the row enters no pool.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,hui2026_eianalysed_t48m_unclear,notes,"TRIAGE FIGURE 158/219 REFUTED AS A RECOVERABLE COUNT, and n_employed and n_outcome_observed are deliberately blank. What Table 3 prints at four years is 'Unemployed, n (%) 40 (65.6%) / 21 (34.4%)'. THOSE ARE ROW PERCENTAGES OF THE 61 UNEMPLOYED, NOT COLUMN PERCENTAGES: 40 + 21 = 61, 40/61 = 65.6% and 21/61 = 34.4%. Read as column percentages they would imply 65.6% of 112 = 73 unemployed in the deprived group, which is wrong. So the printed percentages carry NO information whatever about the denominator on which the employment variable was observed, which is why reported_percentage_base is 61 and n_outcome_observed is blank (prompt rule 7). No employed count is printed at four years at all; 158/219 would come from subtracting 61 from 219, and 219 would come from summing two column headers. That fails D12.2 twice over: its components would be two deprivation subgroups with different arm identities and different denominators (112 and 107), so they neither share an arm nor share one denominator. THE CANDIDATE VALUES, for an author query and NOT for use: if employment status were observed for all 112 and all 107, the complement gives 72/112 deprived and 86/107 non-deprived, totalling 158/219. Three things support that reading and one refutes it. Supporting: Fig. 1 shows 234 at baseline and '4-year follow-up analysis (n=219, 93.6%)' with 112 and 107 reconciling exactly (121-9 and 113-6); the employment variable had zero missingness at baseline (45+76 = 121 and 85+28 = 113 exactly); and the crude odds ratio those denominators imply, (40/72)/(21/86) = 2.28, is within one per cent of the printed adjusted OR of 2.29 (exp(0.83), and the geometric centre of [1.173, 4.492] is 2.295). Refuting: this paper demonstrably does not apply its column headers to every variable, since Table 1 reports t(213) and t(215) and Table 4 reports t(206) to t(208) against a stated n of 234, so per-variable denominators differ and are never printed. A denominator inferred against the paper's own evidence is not an observed denominator. See unresolved_queries.md U6. CONSTRUCT IS unclear: 'employment status (employed or not)' is never defined, so it is not established whether paid sheltered work, part-time work or student status were counted, and coding it paid_any would substitute an undefined measure for the primary construct. POPULATION: 120 of the 360 randomised were excluded from the analysis 'to better isolate the impact of financial deprivation on psychosis recovery outcomes', so the 240 is two of three allocation groups and not a whole recruited cohort; the row can never enter the prevalence intercept whatever the counts. Denominators recorded: n_entered 240 (entering the deprivation classification), n_alive_eligible 228 (234 with income data less the 6 deceased), n_assessed 219 (the 4-year follow-up analysis sample). MODERATORS: mean_age 37.9 is the n-weighted mean of the two printed group means (38.65 on 121 and 37.13 on 113), which is exact arithmetic on printed values rather than a back-calculation; n_female 128 = 70 + 58 and n_employed_baseline 130 = 45 + 85, each on the printed 234.","TRIAGE FIGURE 158/219 REFUTED AS A RECOVERABLE COUNT, and n_employed and n_outcome_observed are deliberately blank. What Table 3 prints at four years is 'Unemployed, n (%) 40 (65.6%) / 21 (34.4%)'. THOSE ARE ROW PERCENTAGES OF THE 61 UNEMPLOYED, NOT COLUMN PERCENTAGES: 40 + 21 = 61, 40/61 = 65.6% and 21/61 = 34.4%. Read as column percentages they would imply 65.6% of 112 = 73 unemployed in the deprived group, which is wrong. So the printed percentages carry NO information whatever about the denominator on which the employment variable was observed, which is why reported_percentage_base is 61 and n_outcome_observed is blank (prompt rule 7). No employed count is printed at four years at all; 158/219 would come from subtracting 61 from 219, and 219 would come from summing two column headers. That fails D12.2 twice over: its components would be two deprivation subgroups with different arm identities and different denominators (112 and 107), so they neither share an arm nor share one denominator. THE CANDIDATE VALUES, for an author query and NOT for use: if employment status were observed for all 112 and all 107, the complement gives 72/112 deprived and 86/107 non-deprived, totalling 158/219. Three things support that reading and one refutes it. Supporting: Fig. 1 shows 234 at baseline and '4-year follow-up analysis (n=219, 93.6%)' with 112 and 107 reconciling exactly (121-9 and 113-6); the employment variable had zero missingness at baseline (45+76 = 121 and 85+28 = 113 exactly); and the crude odds ratio those denominators imply, (40/72)/(21/86) = 2.28, is within one per cent of the printed adjusted OR of 2.29 (exp(0.83), and the geometric centre of [1.173, 4.492] is 2.295). Refuting: this paper demonstrably does not apply its column headers to every variable, since Table 1 reports t(213) and t(215) and Table 4 reports t(206) to t(208) against a stated n of 234, so per-variable denominators differ and are never printed. A denominator inferred against the paper's own evidence is not an observed denominator. See unresolved_queries.md U6. CONSTRUCT IS unclear: 'employment status (employed or not)' is never defined, so it is not established whether paid sheltered work, part-time work or student status were counted, and coding it paid_any would substitute an undefined measure for the primary construct. POPULATION: 120 of the 360 randomised were excluded from the analysis 'to better isolate the impact of financial deprivation on psychosis recovery outcomes', so the 240 is two of three allocation groups and not a whole recruited cohort; the row can never enter the prevalence intercept whatever the counts. Denominators recorded: n_entered 240 (entering the deprivation classification), n_alive_eligible 228 (234 with income data less the 6 deceased), n_assessed 219 (the 4-year follow-up analysis sample). MODERATORS: mean_age 37.9 is the n-weighted mean of the two printed group means (38.65 on 121 and 37.13 on 113), which is exact arithmetic on printed values rather than a back-calculation; n_female 128 = 70 + 58 and n_employed_baseline 130 = 45 + 85, each on the printed 234. // ""TABLE 3 ERROR CONFIRMED BY AUTHOR: Published table reports unemployed counts (40/21) as row percentages only. Author provided corrected employment figures: 72/112 (64.3%) deprived; 86/107 (80.4%) non-deprived. Author requesting journal correction.""","Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply: published Table 3 printed row percentages only; the author supplied 72/112 (deprived) and 86/107 (non-deprived), total 158/219, and is requesting a journal correction. The sheet's 'outcome_provided' is not a vocabulary value; outcome_observed applied. The construct stays unclear, so the row enters no pool.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,maguire2021_migrants_discharge_paidoreduc,conflict_status,unresolved,resolved,"Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply confirms Table 3's 46.8 per cent (137/293); the Results text's 47.3 per cent is the error. Author-confirmed, so resolved rather than the sheet's 'none'.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,maguire2021_migrants_discharge_paidoreduc,conflict_note,"Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md.","Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md. //The discrepency between Table 3 and the Results section regarding percentages (46.8% vs 47.3%) has been resolved. Author confirms that 46.8% is accurate, thereby making the employment outcomes correct.","Author reply, recorded in the final extraction sheet (23 September 2026)","Author reply confirms Table 3's 46.8 per cent (137/293); the Results text's 47.3 per cent is the error. Author-confirmed, so resolved rather than the sheet's 'none'.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,maguire2021_cohort_discharge_paidoreduc,conflict_status,unresolved,resolved,"Author reply, recorded in the final extraction sheet (23 September 2026)","The block was inherited from the migrant component, which the author has resolved. resolved rather than the sheet's 'none'.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,maguire2021_cohort_discharge_paidoreduc,conflict_note,"Inherited from the migrant component and therefore blocking this total. Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md.","Inherited from the migrant component and therefore blocking this total. Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md. //The discrepency between Table 3 and the Results section regarding percentages (46.8% vs 47.3%) has been resolved. Author confirms that 46.8% is accurate, thereby making the employment outcomes correct.","Author reply, recorded in the final extraction sheet (23 September 2026)","The block was inherited from the migrant component, which the author has resolved. resolved rather than the sheet's 'none'.",extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t9m_c_workonly,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t9m_c_workstudy,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t9m_paidany,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t12m_c_workonly,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t12m_c_workstudy,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
extraction_outcomes,andersen2024_fep_cohort_t12m_paidany,outcome_construct,paid_any,unclear,"Prespecified non-response consequence, docs/data_requests.md section 2 (written 13 August 2026 before any reply); window closed 27 August 2026 with no reply, confirmed by the team 23 September 2026","SAP 3.1 requires unclear where remuneration cannot be established, and the author did not confirm that the NEET item's 'employment' is paid. Applied to every paid_any row built on that item, the 9-month rows included: recoding only the 12-month row would admit andersen2024_fep_cohort_t9m_paidany (268/751) to the t12m band (9 to 18 months), which would defeat the consequence's stated effect that the study leaves the primary pool.",docs/data_requests.md,2026-09-23,claude-opus-5.5
inclusion_manifest,majuri2021,data_request_status,not_requested,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,thomson2023,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,tarricone2017,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,chang2016,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,hakulinen2020,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,hui2026,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,maguire2021,data_request_status,drafted,responded,"Author reply, recorded in the final extraction sheet (23 September 2026)",A reply is recorded in the final extraction sheet. Sent and response dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,hansen2024,data_request_status,not_requested,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,benson2022,data_request_status,,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,strassnig2017,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,strassnig2018,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,extraction_outcomes_final.xlsx sha256 0480fb297abf636b,2026-09-23,claude-opus-5.5
inclusion_manifest,andersen2024,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,"user confirmation, 23 September 2026",2026-09-23,claude-opus-5.5
inclusion_manifest,khare2021,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,"user confirmation, 23 September 2026",2026-09-23,claude-opus-5.5
inclusion_manifest,khare2022b,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,"user confirmation, 23 September 2026",2026-09-23,claude-opus-5.5
inclusion_manifest,mayoralvanson2019,data_request_status,drafted,no_response,Request sent and window closed 27 August 2026 with no reply,The request was sent and no reply arrived by the closure. Dates were not recorded and are left blank rather than invented.,"user confirmation, 23 September 2026",2026-09-23,claude-opus-5.5
extraction_outcomes,mayoralvanson2019_cohort_t12m_paidany,notes,"CONSTRUCT: the four categories are Employed / Unemployed / Inactive / Temporary disability, a standard Spanish labour-force classification, and the footnote puts students in 'Inactive', so 'Employed' is paid work and not a work-or-education composite. Note that 'Temporary disability' (incapacidad temporal, sick leave from a job) is counted separately from 'Employed', so people on paid sick leave from an existing job are NOT in the numerator; that is the source's own classification and has not been altered. DENOMINATOR: n_outcome_observed = 156 is the sum of Table 3's four mutually exclusive 1-year categories (36 + 71 + 28 + 21 = 156), not a back-calculation. One patient, male, committed suicide during the year (Results 3.2, p. 1185), which accounts for 157 - 156. reported_percentage_base = 157 because the printed 1-year percentages divide by 157 (36/157 = 22.9, 71/157 = 45.2, 28/157 = 17.8, 21/157 = 13.4, and they sum to 99.3 rather than 100). The BASELINE row of the same table divides by 156 instead (49/156 = 31.4, 69/156 = 44.2, 30/156 = 19.2, 8/156 = 5.1), corroborated by Table 1 where 'Employment situation (unemployed) 69 (44.23)' and the male cell 47 (47.47) implies a male base of 99, not 100. Logged in inconsistencies.md. The triage note in data/inclusion_manifest.csv reads '36/157'; 157 is the reporting base, not the observed denominator. ANALYSIS SAMPLE: 'A subsample of 157 patients within PAFIP was selected for the present study' with no stated basis of selection, hence analysis_selection_status = unclear on the arm row; the cohort's own recruitment carries no employment criterion. NOT EXTRACTED: Table 3 also prints mean days employed (57.99, SD 101.99), unemployed, inactive and in temporary disability over the year. Those are duration measures with no field in this schema and, under SAP 2.3, job tenure is narrative unless ten cohorts report a comparable measure.","CONSTRUCT: the four categories are Employed / Unemployed / Inactive / Temporary disability, a standard Spanish labour-force classification, and the footnote puts students in 'Inactive', so 'Employed' is paid work and not a work-or-education composite. Note that 'Temporary disability' (incapacidad temporal, sick leave from a job) is counted separately from 'Employed', so people on paid sick leave from an existing job are NOT in the numerator; that is the source's own classification and has not been altered. DENOMINATOR: n_outcome_observed = 156 is the sum of Table 3's four mutually exclusive 1-year categories (36 + 71 + 28 + 21 = 156), not a back-calculation. One patient, male, committed suicide during the year (Results 3.2, p. 1185), which accounts for 157 - 156. reported_percentage_base = 157 because the printed 1-year percentages divide by 157 (36/157 = 22.9, 71/157 = 45.2, 28/157 = 17.8, 21/157 = 13.4, and they sum to 99.3 rather than 100). The BASELINE row of the same table divides by 156 instead (49/156 = 31.4, 69/156 = 44.2, 30/156 = 19.2, 8/156 = 5.1), corroborated by Table 1 where 'Employment situation (unemployed) 69 (44.23)' and the male cell 47 (47.47) implies a male base of 99, not 100. Logged in inconsistencies.md. The triage note in data/inclusion_manifest.csv reads '36/157'; 157 is the reporting base, not the observed denominator. ANALYSIS SAMPLE: 'A subsample of 157 patients within PAFIP was selected for the present study' with no stated basis of selection, hence analysis_selection_status = unclear on the arm row; the cohort's own recruitment carries no employment criterion. NOT EXTRACTED: Table 3 also prints mean days employed (57.99, SD 101.99), unemployed, inactive and in temporary disability over the year. Those are duration measures with no field in this schema and, under SAP 2.3, job tenure is narrative unless ten cohorts report a comparable measure. | 23 Sep 2026: the MSc dissertation (September 2026, Table S5) reports 36/157, taking the baseline N; the extraction has 156, which the report uses as the baseline-employment denominator (49/156). Not adjudicated: the row stays out of the primary pool under the prespecified non-response consequence (analysis_selection_status unclear), so the choice does not move any pool. Resolve against the PDF before the sensitivity analysis is reported.",Comparison with the independent MSc extraction,"Recorded, not adjudicated.","MSc dissertation (September 2026), Table S5",2026-09-23,claude-opus-5.5
