report_id,first_author,year,title,journal,doi,source_filename,file_sha256,source_available,eligibility_status,report_quantifiable,exclusion_reason,study_id,cohort_id,cohort_overlap_notes,metadata_source,screening_list,screening_row,notes,data_request_status,data_request_date,data_response_date
hui2026,Hui,2026,Impact of financial deprivation in first-episode psychosis: a prospective 4-year follow-up study,Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-025-03006-y,s00127-025-03006-y.pdf,659070ee1c4f8813a6a56b8002a1ee8257412608df1d1c7a2d3c82110b9df4bf,yes,include,no,not_applicable,hk_jcep_2009,hk_jcep_2009,,crossref,yes,51,"REFUTED. 158/219 is NOT derivable from the published table and is not recorded. Table 3 prints only 'Unemployed, n (%) 40 (65.6%) / 21 (34.4%)', and those percentages are ROW percentages of the 61 unemployed (40/61 and 21/61), not column percentages of the group sizes 112 and 107, so the table establishes no denominator at all for the employment variable. Reaching 158/219 needs two unstated steps: complementing within each deprivation group and then summing across them. The sum fails D12.2 twice, because its components would sit on different arm identities and on two different denominators (112 and 107) rather than one. The paper is also demonstrably variable in its denominators, reporting t(213), t(215) and t(206) to t(208) against a stated n of 234 elsewhere, and it never prints a per-variable n. n_employed and n_outcome_observed are therefore blank; the candidate values 72/112, 86/107 and 158/219 are recorded in the result's notes and put to the authors, not used. AGE 26-55 CONFIRMED, and it is a deliberate design feature: 'the JCEP project was designed to include individuals aged 26-55 years, extending EI research to older adults with psychosis'. ADDITION the note did not carry: 120 of the 360 randomised participants were excluded from the analysis for not receiving early intervention, so the 240 is two of three allocation groups and not a whole recruited cohort; it cannot enter the prevalence intercept whatever counts arrive.",drafted,,
jirapramukpitak2022,Jirapramukpitak,2022,Effectiveness of a community health worker-led case management programme to improve outcomes for people with psychotic disorders in Thailand: a one-year prospective cohort study,BMC Psychiatry,10.1186/s12888-022-03888-1,12888_2022_Article_3888.pdf,7a81e3cae619093b116e2749714e760cf2725abdf0369aa199593c29931b599f,yes,include,yes,not_applicable,bangkok_licm,bangkok_licm,,crossref,yes,74,"CELLS CONFIRMED, PROVENANCE CORRECTED, AND ONE CLAIM NOT RECORDED. 146/372 and 43/177 are exactly right and were verified cell by cell: Table S3's early-stage panel prints Employment Yes 140 non-LICM + 6 LICM = 146 and No 206 + 20 = 226, summing to the printed stratum size of 372, with 39.3% printed against 146/372 = 39.25%; the later-stage panel prints Yes 36 + 7 = 43 and No 103 + 31 = 134, summing to 177, with 24.3% printed against 43/177 = 24.29%. PERIOD PREVALENCE CONFIRMED: 'Employment was defined as respondents' reporting of 12-month personal earnings before taxes ... The presence of such earnings was classified as being employed.' PROVENANCE CORRECTION: docs/data_requests.md lists this report under 'Resolved from supplements', but no supplement file for it exists in dissertation_shared_folder/supplements/ and no row for it exists in data/supplement_provenance.csv, so nothing in the repository supported the note. Additional file 1 was re-retrieved during this extraction from the publisher CDN and read directly; the URL and sha256 are in the report row and should be added to data/supplement_provenance.csv. 189/549 IS NOT RECORDED AS A RESULT: the arithmetic is exact and the two strata are a mutually exclusive, exhaustive partition of the whole recruited cohort, but they are two subgroup arms on two different denominators, and D12.2 and the validator both forbid naming components that do not share an arm and a denominator. It is raised for a schema ruling in unresolved_queries.md U9. BATCH QUESTION ANSWERED: the two stages are ONE recruited cohort, not two. All 551 were recruited through the same three sources into one catchment-area sample and then split post hoc on the number of past psychotic relapses, so they take subgroup arms of one cohort_id under D12.5.",drafted,,
jones2024,Jones,2024,Using latent class analysis to investigate enduring effects of intersectional social disadvantage on long-term vocational and financial outcomes in the 20-year prospective Chicago Longitudinal Study,Psychological Medicine,10.1017/S0033291724000588,using-latent-class-analysis-to-investigate-enduring-effects-of-intersectional-social-disadvantage-on-long-term-vocational-and-financial-outcomes-in-the-20-year-prospective-chicago-longitudinal-study.pdf,a5b93218ddae12d6e2d2ad046baef6903216ac0541cb7ce02e7cf0e179629332,yes,include,no,not_applicable,chicago_followup,chicago_followup,shares cohort with: harrow2017,crossref,yes,64,ordinal work-performance scores by latent class only; same cohort as harrow2017,drafted,,
jackel2025,Jäckel,2025,"Efficacy of Individual Placement and Support (IPS) on Employment, Education, and Training in Young Adults With Early Psychosis—A Randomized Controlled Trial",Brain and Behavior,10.1002/brb3.70469,Brain and Behavior - 2025 - Jäckel - Efficacy of Individual Placement and Support  IPS  on Employment  Education  and.pdf,5863081cc329307155b94a98aeff56decc9a1c5b50c2580a3cefc5f47c0887e2,yes,include,yes,not_applicable,vivantes_berlin_rct,vivantes_berlin_rct,,crossref,yes,3,"CONFIRMED in all three parts, with the selection recorded as `selected` rather than partial. COMPOSITE EET CONFIRMED: the primary outcome is 'competitive employment, education/training (EET) for at least 15 h per week', which names all three limbs, so it is paid_or_education_or_training and never substitutes for paid_any. COUNTS CONFIRMED verbatim: 'the IPS group, 78.3% (36/46), compared to 54.6% (24/44) in the TAU group' (Results 3.2, p. 4); 36/46 = 78.26% and 24/44 = 54.55%. WORK-MOTIVATION SELECTION CONFIRMED and coded selected / work_intention_or_readiness: inclusion criterion (iii) is 'express an interest in competitive employment or professional education' and section 2.2 describes the participants as 'Young adults with EP who expressed interest in EET, independent of their education or vocational status'. It is 'partial' only in that the criterion is disjunctive, so a participant could enter on an educational goal alone; it applied to every recruited participant, which is what D9 asks. A SECOND selection trigger the note did not carry appears in Figure 1, where the ineligible include 'Other, e.g. are already enrolled in a vocational training prior to study entry (n = 50, 10%)', which is exclusion on current vocational placement and sits in direct tension with section 2.2's 'independent of their ... vocational status'. TWO FURTHER ADDITIONS: the outcome is ascertained at ANY TIME during the 12-month follow-up rather than at 12 months, and it carries a 15 hours per week intensity threshold, so it fails the primary construct, ascertainment and intensity rules independently; and the trial reports no arm-level competitive-employment count at any timepoint despite being an IPS trial.",drafted,,
khare2021,Khare,2021,A longitudinal analysis of employment in people with severe mental illnesses in India,Schizophrenia Research,10.1016/j.schres.2021.01.004,1-s2.0-S0920996421000463-main.pdf,b6ed4266cdcc5d57488cf36f89efdeceb703d740adabb19b91f41cb5fe797846,yes,include,,not_applicable,pune_private,pune_private,,crossref,yes,60,"VERIFIED 287/456 in any paid work at 12 months, derived as 257 (working at both assessments) + 30 (not working at baseline but employed at follow-up) from a printed four-cell partition of the 456 analysed participants that sums exactly (257+148+21+30 = 456) and is corroborated by Table 1's urban/rural split. DISTINCT from pune_public confirmed. Construct caveat recorded: family-business workers without separate wages are included.",drafted,,
khare2022,Khare,2022,"The relationship between cognitive functioning, age and employment in people with severe mental illnesses in an urban area in India: A longitudinal study",Schizophrenia Research: Cognition,10.1016/j.scog.2022.100255,1-s2.0-S2215001322000208-main.pdf,e8742153093cdf649b3b749d28ab2e1d3711c1b4bccb2828796ad2f1ff97e648,yes,linked_report,yes,not_applicable,pune_public,pune_public,shares cohort with: unknown2022,crossref,yes,62,percentages quoted from companion paper; same cohort as unknown2022,drafted,,
klungsyr2021,Klungsøyr,2021,G-estimation of causal pathways in vocational rehabilitation for adults with psychotic disorders – a secondary analysis of a randomized trial,BMC Psychiatry,10.1186/s12888-021-03349-1,s12888-021-03349-1.pdf,fdf6a8ab4f614e76550633c2a995493065bab2c330815c42763749097eeb69d8,yes,include,no,not_applicable,jump_norway,jump_norway,"shares cohort with: evensen2017, evensen2019, gjerdalen2023, lystad2017",crossref,yes,43,mean weekly working hours only; same participants as lystad2017,drafted,,
leighton2019,Leighton,2019,"Development and validation of multivariable prediction models of remission, recovery, and quality of life outcomes in people with first episode psychosis: a machine learning approach",The Lancet Digital Health,10.1016/S2589-7500(19)30121-9,1-s2.0-S2589750019301219-main.pdf,9b6797b09b62ae5631d3c3f41941100175863e8a6d47e7a041365f3e626b761d,yes,include,,not_applicable,national_eden,national_eden,,"first page, hand verified",yes,36,"CONFIRMED 436/807 at 12 months for national_eden, a paid_or_education_or_training composite. THREE validation samples must be kept out of the pools, not one: opus_1998 (173/553, already extracted as hansen2024 and hansen2024b), crisp_glasgow and glasgow_edinburgh_2006 (pooled by this report as 'Scottish' 59/142, and reported separately by leighton2019b as 32/75 and 27/67). All three are recorded in report_cohort_map.csv as relationship=validation_sample, contributes_results=no, and none has a result row in this shard.",drafted,,
leighton2019b,Leighton,2019,Predicting one-year outcome in first episode psychosis using machine learning,PLOS ONE,10.1371/journal.pone.0212846,file.pdf,3e3389212892bfb3d45c9e9c09875dd84bc09efd4c88a95e759f07e9a75f7378,yes,include (unchanged),,not_applicable,crisp_glasgow,crisp_glasgow,Two parallel cohorts. The scalar cohort_id carries the primary-contributing cohort only; report_cohort_map.csv is the authority and carries both.,crossref,yes,91,"CONFIRMED distinct publication from leighton2019 (PLOS ONE 14(3):e0212846, 7 March 2019, cited by leighton2019 as reference 9). Two independently recruited cohorts, reported SEPARATELY not pooled: crisp_glasgow 32/75 and glasgow_edinburgh_2006 27/67 at 12 months, both paid_or_education_or_training composites. 'Training' in the old note meant the machine-learning training dataset, not vocational training.",drafted,,
liangrong2021,Zheng,2021,Long-Term Outcomes and Predictors of Childhood-Onset Schizophrenia: A Naturalistic Study of 6-year Follow-Up in China,Frontiers in Psychiatry,10.3389/fpsyt.2021.679807,fpsyt-12-679807.pdf,94c06b5d032abfdea2f1f2816dd9fa061cc202cd87e646d32ddb41734a0d41b9,yes,include,,not_applicable,sunyatsen_guangzhou,sunyatsen_guangzhou,,crossref,yes,45,"CONFIRMED 70/170 employed and 159/170 at school or employed, all internally consistent. The 67 months is the MEDIAN of a length-of-follow-up distribution running from 0.2 to 16.8 years (IQR 3.0 to 7.7), so it is not an elapsed landmark: followup_basis is set to a value barred from every horizon and the result cannot enter the 5-year band, which it would otherwise fall inside.",drafted,,
lin2022,Lin,2022,"Unemployment, homelessness, and other societal outcomes in patients with schizophrenia: a real-world retrospective cohort study of the United States Veterans Health Administration database",BMC Psychiatry,10.1186/s12888-022-04022-x,Unemployment_homelessness_and_other_societal_outco.pdf,a00388d810da49ffa03960a1561550c5486fb2ba0963bace1bf7e4411f40c39d,yes,include,no,not_applicable,us_vha,us_vha,,crossref,yes,75,"unemployment percentages in a figure, no counts; ascertainment unspecified",drafted,,
lin2026,Lin,2026,"Clinical remission, functional recovery, and employment in early-phase schizophrenia treated with paliperidone palmitate: An 18-month longitudinal Asia-Pacific study",Psychiatry Research,10.1016/j.psychres.2026.116955,1-s2.0-S0165178126000168-main.pdf,af3d225610666df49c8ac5bc0768798dd6f4dfab4da323054ee9d2e2c2d1e3ba,yes,include,,not_applicable,pp1m_asiapac,pp1m_asiapac,,crossref,yes,12,"SUPPLEMENT RESOLVED Table S3 gives observed-case counts at every visit: m12 121/303, m15 119/289, m18 127/280; point prevalence; denominators are completers so attrition is informative",not_requested,,
lindgren2020,Lindgren,2020,Neurocognition and Social Cognition Predicting 1-Year Outcomes in First-Episode Psychosis,Frontiers in Psychiatry,10.3389/fpsyt.2020.603933,fpsyt-11-603933.pdf,633baa3d12b6f4977f15b828495eb5202df69a53db64bf50ffe9466f08136e7d,yes,include,,not_applicable,helsinki_eps,helsinki_eps,,crossref,yes,78,"CONFIRMED on all three counts. 26/53 (49.1 per cent) at the 1-year interview; the construct is 'working (full-time or part-time work) or studying and not being on sick leave', coded paid_or_education; small sample confirmed, and worse than it looks because the size of the recruited cohort is never printed, so n_entered is blank and the SAP section 6 bounding analyses cannot run for this cohort.",drafted,,
luo2019,Luo,2019,Effectiveness of an Assertive Community Treatment program for people with severe schizophrenia in mainland China – a 12-month randomized controlled trial,Psychological Medicine,10.1017/S0033291718001629,effectiveness-of-an-assertive-community-treatment-program-for-people-with-severe-schizophrenia-in-mainland-china-a-12-month-randomized-controlled-trial.pdf,e44a2f6e6486e3456bd8238979add9d1f2b5dc7e9fa7d3ba46bd043994619a35,yes,include,,not_applicable,changsha_act_rct,changsha_act_rct,,crossref,yes,63,"NEAR-ZERO CELL CONFIRMED as printed, 10/30 ACT against 1/28 control, recorded with no continuity correction. TWO CORRECTIONS: (a) ascertainment is any_time_during_followup, not point prevalence, since the counts are of patients who 'returned to wage-earning employment ... over the 12-month follow-up' with Kaplan-Meier time-to-event analysis censored at 365 days, so no 12-month status is printed at all; (b) 'selected for severe impairment' is REFUTED as an employment-selection ground, because severe functional impairment is not among the criteria D9 enumerates. Employment selection is coded unclear on incomplete_reporting instead, because the operational content of inclusion criteria (4) and (5) is held only in the online Supplementary materials, which are not in the PDF, and because the re-employment framing implies but never states universal baseline unemployment.",drafted,,
lystad2017,Lystad,2017,Cognitive remediation and occupational outcome in schizophrenia spectrum disorders: A 2 year follow-up study,Schizophrenia Research,10.1016/j.schres.2016.12.020,1-s2.0-S0920996416305941-main.pdf,a9771f63cc9f3d244c92f848099e896599da01b8a8ad536d72d5186b426f71e9,yes,linked_report,no,not_applicable,jump_norway,jump_norway,"shares cohort with: evensen2017, evensen2019, gjerdalen2023, klungsyr2021",crossref,yes,15,numbers only in a figure; same participants as klungsyr2021 and evensen2017,drafted,,
mackinley2022,MacKinley,2022,Central Oxidative Stress and Early Vocational Outcomes in First Episode Psychosis: A 7-Tesla Magnetic Resonance Spectroscopy Study of Glutathione,Schizophrenia Bulletin,10.1093/schbul/sbac012,sbac012.pdf,,no,not_in_screening_set,,not_applicable,pepp_ontario_late,pepp_ontario_late,,crossref,no,,"composite EET; counts only via median-split GSH groups; 6-12m window varies | PDF REMOVED 11 August 2026: off the DATA_EXTRACTION_FINAL.xlsx screening list. Row retained for the PRISMA audit trail. Reassess when the D8 search update runs. | DISPOSITION 11 August 2026: was `include`. Not on the DATA_EXTRACTION_FINAL.xlsx screening list of 90, so this is not an eligibility decision and the row is not counted in the PRISMA eligibility flow. Reinstating it requires a documented screening-list amendment, not a status change.",,,
maguire2021,Maguire,2021,"Symptomatic, functional and service utilization outcomes of migrants with a first episode of psychosis",Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-020-02011-7,s00127-020-02011-7.pdf,bf91093dc839bb69caa952515bfcbab4e75fea92a38fc6d82ae210b528ea1b78,yes,include,,not_applicable,eppic_melbourne_2011,eppic_melbourne_2011,,crossref,yes,35,"CONFIRMED with three sharpenings. 594/1196 is a SUM of two printed subgroup counts (137/293 migrants and 457/903 Australian-born, Table 3, p. 1394), not a printed total. The composite is paid_or_education, not paid_or_education_or_training: the definition is 'being an engaged student or having regular employment made one eligible for the ""working or studying"" group', which names work and study and not training. Discharge timing is coded followup_basis = calendar_end_common and is barred from every horizon. NEW: the migrant figure is printed as 46.8 per cent in Table 3 and as 47.3 per cent in the text on p. 1395, so the migrant and whole-cohort rows are conflict_status = unresolved.",drafted,,
majuri2021,Majuri,2021,Return to the labour market in schizophrenia and other psychoses: a register-based Northern Finland Birth Cohort 1966 study,Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-020-02009-1,s00127-020-02009-1.pdf,84fc4eddc0086629e0533b388a9509ee9f52d9308ad21f0f65f637f4cdf0f470,yes,include,,not_applicable,nfbc1966,nfbc1966,"shares cohort with: majuri2023, rautio2016 | MULTIPLE INCLUDED REPORTS, apply result selection rule",crossref,yes,49,CRITICAL denominator restricted to 170 already on disability pension; outcome is pension discontinuation,not_requested,,
majuri2023,Majuri,2023,Employment trajectories until midlife in schizophrenia and other psychoses: the Northern Finland Birth Cohort 1966,Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-022-02327-6,s00127-022-02327-6.pdf,ded9591b51a23e4b27df8d8dd9532d08ec8978cd3d80dad49b9bebfe437cd680,yes,include,,not_applicable,nfbc1966,nfbc1966,"shares cohort with: majuri2021, rautio2016",crossref,yes,8,"CONFIRMED, and report_quantifiable is set to no. Table 2 (p. 70) gives latent-class membership counts only. Table 1's Statistics Finland socioeconomic status at age 46 was examined as the only other candidate and deliberately NOT summed into a paid_any count: its residual category is printed as 'others, mostly unemployed' so zero work is not separable (D12.3), it is measured at chronological age 46 (D12.3b), the report never presents it as employment status, and the schizophrenia-men column's cells sum to 28 against a printed header of 29. Result selection across rautio2016, majuri2021 and majuri2023 resolves to NO CHANGE.",drafted,,
martini2017,Martini,2017 (unchanged; PROPOSED QUERY: issue year is 2018),Schizophrenia and work: aspects related to job acquisition in a follow-up study,Revista Brasileira de Psiquiatria,10.1590/1516-4446-2016-2128,document.pdf,522685e79ac63771a617b9b3167fe70c28c1a56e9ad42e937849907f5ee90025,yes,include,,not_applicable,saopaulo_prevoc,saopaulo_prevoc,,crossref,yes,77,"BOTH CONFIRMED. Selection wording quoted in extraction_cohorts.csv: 'who expressed a desire for employment' and 'a convenience sample ... of schizophrenics desiring employment'; employment_selection_status = selected, reason work_intention_or_readiness. The inconsistency is confirmed and is three-way, not two-way: 19/45 = 42.2 per cent, 35.8 per cent requires a base of 53, and the job-duration bands on p. 38 (3, 6 and 10 people printed as 6.8, 13.6 and 22.7 per cent) imply a third base of 44. conflict_status = unresolved and no denominator was reconstructed.",drafted,,
mayoralvanson2019,Mayoral‐van Son,2019,"Understanding the direct and indirect costs of a first episode of psychosis program: Insights from PAFIP of Cantabria, Spain, during the first year of intervention",Early Intervention in Psychiatry,10.1111/eip.12752,Early Intervention Psych - 2018 - Mayoral‐van Son - Understanding the direct and indirect costs of a first episode of.pdf,193feb25e032579d50041bd5ee76abfab86a778aafe3c9183b00a760ffb87da8,yes,include,yes,not_applicable,pafip_spain,pafip_spain,shares cohort with: ayesaarriola2020,crossref,yes,88,"36 employed at 12 months; students classified inactive so genuinely paid-only; same cohort as ayesaarriola2020. DENOMINATOR CORRECTED: 157 is the reporting base, not the observed denominator. Table 3's four mutually exclusive 1-year categories (36 + 71 + 28 + 21) sum to 156, and one patient died during the year, so 156 had a status recorded; the printed 1-year percentages nevertheless divide by 157 while the baseline percentages in the same table divide by 156.",drafted,,
mcgurk2016,McGurk,2016,Cognitive remediation for vocational rehabilitation nonresponders,Schizophrenia Research,10.1016/j.schres.2016.04.045,1-s2.0-S0920996416301943-main.pdf,de9bbb3d84750bb2169b4be0b479e6bcbc65038aa3b7836c613c33e24a205473,yes,include,,not_applicable,brooklyn_tsw_rct,brooklyn_tsw_rct,,crossref,yes,13,"SELECTION CONFIRMED, WORDING CORRECTED. The paper's criteria are 'currently enrolled in a vocational rehabilitation program for at least 3 months' and 'has not benefited from recent vocational rehabilitation, defined as either has not worked for the past 3 months, including transitional employment jobs, or having a recent unsuccessful ending of a job ... that lasted less than 3 months' (1.1 Participants, p. 49). There is NO 'seeking work' criterion anywhere in the report. Recorded reason: prior_employment_failure; baseline_unemployed_required = yes; baseline_wants_work_required = unclear. ADDED: all three employment outcomes are cumulative over 36 months (any_time_during_followup), never point prevalence, and four of the six arm rows are blocked as unresolved by printed contradictions.",drafted,,
mervis2017,Mervis,2017,"Effects of the Indianapolis Vocational Intervention Program (IVIP) on defeatist beliefs, work motivation, and work outcomes in serious mental illness",Schizophrenia Research,10.1016/j.schres.2016.10.036,1-s2.0-S0920996416304807-main.pdf,4bb849f43a0b253a4fbe50928d44796e4ac5d00943ffc20f2f23e31f4c46e7a6,yes,include,,not_applicable,institute_living_rct,institute_living_rct,,crossref,yes,14,"SELECTION CONFIRMED; CONSTRUCT REFUTED AS PAID WORK. Selection quoted: 'deemed not ready for supported employment by their referring clinician', with 'no placement or no history of success in past 6 months the requisite'. The outcome is NOT recorded as paid_any or paid_competitive. The report never establishes that the supported employment counted was paid: it gives no wage, employer or labour-market setting, and it alternates between 'enrolled in supported employment' (2.5.1.3 and 2.6, p. 131) and 'secure supported employment' (Results, p. 132). outcome_construct = unclear per the codebook's instruction for an unestablished labour-market setting or remuneration. The one wage in the paper, $10 per hour, is for the four-month work therapy placement both arms received, not for the outcome.",drafted,,
mihaljevicpeles2016,Mihaljevic-Peles,2016,Remission and employment status in schizophrenia and other psychoses: one-year prospective study in Croatian patients treated with risperidone long acting injection,Psychiatria Danubina,,dnb_vol28_no3_263.pdf,4f1df4899fced84799307deac1bf4b06a4ee30426a896052160c470a830c6103,yes,include,,not_applicable,croatia_rlai,croatia_rlai,,"first page, hand verified",yes,80,DENOMINATOR CONFLICT abstract 77/257 vs results 77/205 after excluding 71 pensioners,drafted,,
moncrieff2025,Moncrieff,2025,The association between relapse and the outcome of schizophrenia and recurrent psychotic disorders,The British Journal of Psychiatry,10.1192/bjp.2024.304,S0007125024003040a.pdf,828c59b3b4cecb2701777159f84c91ec8f48d68619aee71629aab4fbf95d3478,yes,include,,not_applicable,radar_trial,radar_trial,,crossref,yes,76,"ALL THREE CONFIRMED. EET composite: 'employment status, categorised as being or not being in employment, education or training' (Method, p. 674), so paid_or_education_or_training. Both arms pooled: 'The present analysis treats participants recruited to the trial as a single cohort' and 'For all analyses, we combined data from both randomised groups'. Established psychosis: mean age is not printed for the whole cohort, but the sample-size-weighted mean of the printed subgroup means (44.25 in 82 relapsers, 47.30 in 171 non-relapsers) is 46.3 years, and about a third had been in contact with services for over 20 years. ADDED: the 190 participants with EET status are split irreconcilably between Table 2 (66 and 124), the Results text (70.7 and 77.2 per cent of 82 and 171, i.e. 58 and 132) and Table 4 (57, 132, total 189), so every EET row is conflict_status = unresolved.",drafted,,
mucci2021,Mucci,2021,Factors Associated With Real-Life Functioning in Persons With Schizophrenia in a 4-Year Follow-up Study of the Italian Network for Research on Psychoses,JAMA Psychiatry,10.1001/jamapsychiatry.2020.4614,jamapsychiatry_mucci_2021_oi_200087_1619663133.19598.pdf,6666d378981ad08fb812736551560e575427121ab5fdea644492a0efbea2228a,yes,include,no,not_applicable,nirp_italy,nirp_italy,,crossref,yes,2,"208 at 4y, denominator NOT recoverable; 35.4% is incompatible with the 618 analysed; conflict_status = unresolved",drafted,,
nakamura2025,Nakamura,2025,Impact of negative symptom reduction on employment and vocational activity outcomes following cognitive remediation therapy in schizophrenia: A 1‐year follow‐up study,Psychiatry and Clinical Neurosciences Reports,10.1002/pcn5.70117,PCN Reports - 2025 - Nakamura - Impact of negative symptom reduction on employment and vocational activity outcomes.pdf,1d2beddf8a7e4a1508db2fec43b75a44b42088968bdd426b37a9f35a88851218,yes,include,yes,not_applicable,kariya_daycare,kariya_daycare,,crossref,yes,4,"CONFIRMED n=21; 4/21 formal employment under a labour contract is the only paid-work count; 5/21 Type B is NOT paid work; ascertainment is attainment over 12 months, not point prevalence; cohort is employment-selected (authors state self-selection on vocational goals)",drafted,,
nossel2018,Nossel,2018,Results of a Coordinated Specialty Care Program for Early Psychosis and Predictors of Outcomes,Psychiatric Services,10.1176/appi.ps.201700436,nossel-et-al-2018-results-of-a-coordinated-specialty-care-program-for-early-psychosis-and-predictors-of-outcomes.pdf,910d60a2e00798d725b568883035fef382a16e26874b1a295e11afdb65f09b4f,yes,include,yes,not_applicable,ontracky_ny,ontracky_ny,shares cohort with: basaraba2023,crossref,yes,89,124/260 at 6m only; 12m is model-estimated composite; same network as basaraba2023,drafted,,
pedersen2025,Pedersen,2025,Vocational Rehabilitation in Young Adults With Incident Schizophrenia—A Danish Retrospective Cohort Study,Early Intervention in Psychiatry,10.1111/eip.70062,EIP-19-0.pdf,06280af90ce7c929d92c4c32b2dcfd9e13e4b0b0058c51dbf9b35856461c7cdf,yes,include,yes,not_applicable,opus_2014,opus_2014,"OPUS here is the routine Danish OPUS early-intervention SERVICE (Aarhus and Aalborg, OPUS start 2014-2019), NOT the 1998-2000 OPUS randomised trial (opus_1998). No participant overlap is possible. Participants ARE inside dk_registers_1998 and dk_registers_birth.",crossref,yes,69,CONFIRMED selection (verbatim recorded); CONFIRMED distinct from opus_1998; 37/246 REFUTED as an extractable result - the report prints only arm-level counts (22/116 Morpheus and 15/130 standard at 4 years),drafted,,
peebo2022,Peebo,2022,First-episode psychosis integrative treatment: Estonian experience,Nordic Journal of Psychiatry,10.1080/08039488.2021.1946139,First-episode psychosis integrative treatment  Estonian experience.pdf,b7a8a9857955bfabada8ea265409054f3ee4e3f127979c6553ff7d109ccbe290,yes,include,no,not_applicable,tallinn_fep,tallinn_fep,"Describes two samples: tallinn_fep (prospective intervention cohort, n=199) and tallinn_fep_tau (retrospectively formed treatment-as-usual comparison group, n=114). Second cohort contributes no result.",crossref,yes,90,"CONFIRMED on both points; additionally the construct 'Employment' is never defined, and Table 2b's 12-month 47.7% is arithmetically impossible on its stated base of 154",drafted,,
peralta2025,Peralta,2025,"Social exclusion as a major outcome domain of psychotic disorders: early predictors, and associations with non-recovery and clinical staging 21 years after a first episode of psychosis",Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-024-02650-0,s00127-024-02650-0.pdf,,no,not_in_screening_set,,not_applicable,segpeps_navarra,segpeps_navarra,,crossref,no,,"80/243 at mean 21y; paid working; from Table 1 characteristics at follow-up | PDF REMOVED 11 August 2026: off the DATA_EXTRACTION_FINAL.xlsx screening list. Row retained for the PRISMA audit trail. Reassess when the D8 search update runs. | DISPOSITION 11 August 2026: was `include`. Not on the DATA_EXTRACTION_FINAL.xlsx screening list of 90, so this is not an eligibility decision and the row is not counted in the PRISMA eligibility flow. Reinstating it requires a documented screening-list amendment, not a status change.",,,
petrakis2019,Petrakis,2019,Vocational support in mental health service delivery in Australia,Scandinavian Journal of Occupational Therapy,10.1080/11038128.2018.1498918,Vocational support in mental health service delivery in Australia (1).pdf,5c56f60a0565dc230da5463d86827b6ddbc64e7af9e11981777d918f203e3bfb,yes,include,yes,not_applicable,stvincents_ips,stvincents_ips,,crossref,yes,85,"CONFIRMED selection (verbatim recorded); diagnosis gate PASSED: 99/136 = 72.8% qualifying psychosis, and under D13 that is sufficient on its own; the 46.3% headline is NOT paid work",drafted,,
rautio2016,Rautio,2016,Prognosis of schizophrenia spectrum disorder may not be predetermined during early development – the Northern Finland Birth Cohort 1966,Schizophrenia Research,10.1016/j.schres.2016.02.038,1-s2.0-S0920996416300925-main.pdf,4704940822366e572cdbc6d28e99888b114155a2cf2f1c07e491cd6b9a9be6f8,yes,include,,not_applicable,nfbc1966,nfbc1966,"shares cohort with: majuri2021, majuri2023 | MULTIPLE INCLUDED REPORTS, apply result selection rule",crossref,yes,58,18/161; ZERO EVENT CELLS in Tables 2 and 3; period prevalence over final 2 years,not_requested,,
ringbom2023,Ringbom,2023,Psychotic Disorders in Adolescence and Later Long-term Exclusion From Education and Employment,Schizophrenia Bulletin,10.1093/schbul/sbac151,sbac151.pdf,9ce9db74d6592746e8ce95cb76d1d0d33bb8d95d05f68c0b3a01ff3f29535af4,yes,include,yes,not_applicable,fi_birth_1987,fi_birth_1987,,crossref,yes,68,"CONFIRMED NEET is the source composite, duration-based, coded paid_or_education_or_training and never primary; ADDITIONALLY a separate paid-work band table makes paid_any derivable as a complement (203/288 and 46/86)",drafted,,
rodriguezpulido2021,Rodríguez Pulido,2021,Cognitive remediation to improve the vocational outcomes of people with severe mental illness,Neuropsychological Rehabilitation,10.1080/09602011.2019.1692671,Cognitive remediation to improve the vocational outcomes of people with severe mental illness.pdf,6ebf81903f33bdeff9d26c2d842e50009fc3bfc4c8e5bd00fb662ed6dd92e889,yes,include,no,not_applicable,tenerife_cr_rct,tenerife_cr_rct,,crossref,yes,24,"CONFIRMED on counts, QUALIFIED on diagnosis. Counts are indeed never printed. The '83%' needs correcting: the text states '83% F20-29 and 17% F31-F32.3' (p. 300), i.e. 83% have a NON-AFFECTIVE PSYCHOSIS diagnosis and the remaining 17% are affective disorders; the abstract's 'Sixty-five participants (83% with schizophrenia or bipolar disorder)' contradicts that and cannot be right if the two ICD blocks sum to 100%. Table 1 (p. 301) gives a third figure for the 47 analysed: 35 schizophrenia (74.5%), 7 bipolar, 4 personality disorder, 1 depression. perc_qualifying_diagnosis recorded as 83 (the paper's own F20-F29 figure) with the discrepancies logged. The D13 gate passes on any of the three readings, since all exceed 50%.",drafted,,
